student_id,attendance_rate,homework_submission_rate,exam_score_avg,gate_pass_violations,bus_delay_minutes,sentiment_score,sentiment_text,gamified_points,risk_label
STU07902,98.72,74.78,50.43,0,0,-0.01,Feeling very overwhelmed,999,0
STU07903,87.36,77.18,70.33,0,0,0.47,I feel great today,1123,0
STU07904,90.87,85.73,80.21,0,0,0.45,Class was fun,1258,0
STU07905,85.03,74.02,57.7,0,3,0.78,Class was fun,1028,0
STU07906,82.74,64.48,74.08,2,2,0.69,Had a good day at school,1015,0
STU07907,71.89,68.5,54.39,1,1,-0.19,Too much pressure,956,1
STU07908,86.01,84.1,76.98,0,10,0.81,I feel great today,1225,0
STU07909,89.23,54.41,71.29,1,1,-0.65,Nobody wants to talk to me,900,1
STU07910,90.62,57.71,70.12,0,0,-0.52,Too much pressure,927,1
STU07911,88.03,72.9,71.34,0,4,0.68,Class was fun,1085,0
STU07912,70.38,92.45,76.19,0,13,0.21,Homework was easy,1305,0
STU07913,78.29,44.63,85.16,1,6,-0.4,I feel lonely during lunch,872,1
STU07914,93.86,89.13,86.77,0,2,0.39,Excited for the football game,1325,0
STU07915,76.96,67.13,61.12,0,7,0.2,Homework was easy,976,0
STU07916,71.02,76.66,77.67,0,0,-0.17,Had a good day at school,1154,0
STU07917,68.69,66.33,76.53,0,1,0.61,Had a good day at school,1045,0
STU07918,81.14,61.97,79.23,0,4,0.27,Homework was easy,1015,0
STU07919,85.67,69.67,83.49,0,3,-0.05,Class was fun,1114,0
STU07920,90.78,66.27,57.93,0,0,0.39,Class was fun,952,0
STU07921,83.27,77.83,79.51,0,10,0.07,Love my teachers,1175,0
STU07922,72.87,70.57,61.28,0,0,0.8,Excited for the football game,1012,0
STU07923,96.47,71.62,72.52,1,5,0.31,Excited for the football game,1078,0
STU07924,84.01,68.51,69.02,1,1,0.93,Had a good day at school,1030,0
STU07925,60.31,71.6,74.2,0,3,0.83,Love my teachers,1087,0
STU07926,73.19,71.49,62.96,2,3,0.85,Excited for the football game,1029,0
STU07927,88.25,87.5,68.6,1,10,0.27,Homework was easy,1218,0
STU07928,90.9,78.12,71.58,0,0,0.79,Love my teachers,1139,0
STU07929,72.41,80.46,67.2,1,1,-0.13,Excited for the football game,1140,0
STU07930,68.74,68.47,63.96,0,6,0.79,I feel great today,1004,0
STU07931,88.62,69.8,44.99,0,2,0.13,I feel lonely during lunch,922,0
STU07932,87.09,80.13,87.57,0,1,0.54,I feel great today,1239,0
STU07933,99.22,71.9,68.04,0,0,0.09,Had a good day at school,1059,0
STU07934,95.2,71.86,65.67,0,15,0.35,Had a good day at school,1046,0
STU07935,95.67,63.39,58.86,0,5,-0.19,Homework was easy,928,0
STU07936,86.95,71.28,65.17,0,4,0.85,Class was fun,1038,0
STU07937,96.94,70.48,71.85,0,1,-0.19,Excited for the football game,1064,0
STU07938,91.59,75.38,75.04,0,16,-0.16,I feel great today,1129,0
STU07939,93.95,55.26,58.24,1,2,-0.28,Struggling with math,843,1
STU07940,89.18,76.43,87.81,1,9,0.38,Had a good day at school,1203,0
STU07941,96.37,56.28,70.86,0,13,-0.76,Feeling very overwhelmed,917,1
STU07942,98.17,65.15,84.88,0,16,0.86,I feel great today,1075,0
STU07943,88.17,60.63,52.51,1,7,-0.83,Too much pressure,868,1
STU07944,73.85,75.77,80.11,0,3,-0.01,Had a good day at school,1158,0
STU07945,77.47,38.32,59.59,0,13,-0.25,Struggling with math,681,1
STU07946,72.57,76.67,72.08,1,2,-0.17,I feel great today,1127,1
STU07947,87.91,77.89,74.9,0,0,0.18,Excited for the football game,1153,0
STU07948,54.96,70.26,83.42,0,6,0.37,I feel great today,1119,0
STU07949,91.85,62.64,55.27,0,1,0.93,Class was fun,902,0
STU07950,73.54,89.89,58.58,1,11,-0.13,Homework was easy,1191,0
STU07951,91.27,79.95,64.55,0,1,0.67,Love my teachers,1122,0
STU07952,66.05,81.4,82.78,0,0,0.38,Had a good day at school,1227,0
STU07953,89.95,71.09,71.64,2,3,0.88,Homework was easy,1069,0
STU07954,76.97,75.81,67.21,0,0,0.32,Love my teachers,1094,0
STU07955,67.82,38.02,78.12,0,0,0.19,Struggling with math,770,0
STU07956,76.7,90.22,72.13,0,5,0.92,Love my teachers,1262,0
STU07957,90.53,84.96,58.08,2,5,0.6,Homework was easy,1140,0
STU07958,51.99,56.31,89.79,1,2,-0.21,So tired and stressed out,1012,1
STU07959,83.25,58.79,58.44,0,0,-0.46,So tired and stressed out,880,1
STU07960,75.6,63.38,77.0,0,3,0.33,Homework was easy,1018,0
STU07961,83.02,80.63,71.68,0,1,0.13,Had a good day at school,1164,0
STU07962,74.78,83.9,85.24,1,5,0.9,Class was fun,1265,0
STU07963,79.1,85.08,73.47,0,2,0.54,Love my teachers,1218,0
STU07964,70.66,34.78,88.43,0,2,0.03,Nobody wants to talk to me,789,0
STU07965,79.01,72.37,76.43,0,3,0.16,Homework was easy,1105,0
STU07966,88.71,64.37,81.34,0,7,0.99,Class was fun,1050,0
STU07967,61.21,72.73,86.26,2,3,0.03,Class was fun,1158,1
STU07968,68.93,80.96,76.84,1,0,0.42,Had a good day at school,1193,0
STU07969,66.33,90.56,79.08,0,0,0.28,Homework was easy,1301,0
STU07970,42.74,64.49,67.92,0,1,0.24,Excited for the football game,984,0
STU07971,92.49,59.24,84.77,0,5,-0.51,So tired and stressed out,1016,0
STU07972,84.34,83.58,69.97,0,5,0.78,Class was fun,1185,0
STU07973,92.16,69.65,80.79,0,2,0.51,Excited for the football game,1100,0
STU07974,91.23,79.3,100.0,1,0,0.56,Love my teachers,1293,0
STU07975,86.07,52.31,67.82,0,3,-0.43,Nobody wants to talk to me,862,1
STU07976,82.8,88.74,72.23,0,4,-0.04,Class was fun,1248,0
STU07977,68.63,70.82,72.94,0,20,0.72,I feel great today,1072,0
STU07978,84.92,63.39,74.04,1,6,0.55,I feel great today,1004,0
STU07979,94.69,57.45,79.92,1,1,-0.63,Too much pressure,974,1
STU07980,88.24,74.97,87.01,0,5,0.28,I feel great today,1184,0
STU07981,80.37,78.09,85.64,0,4,0.96,Class was fun,1209,0
STU07982,81.27,84.75,87.26,0,3,0.35,Love my teachers,1283,0
STU07983,90.65,48.4,76.94,1,2,-0.19,So tired and stressed out,868,1
STU07984,71.25,92.51,69.29,0,5,0.74,Love my teachers,1271,0
STU07985,89.86,69.0,71.89,0,1,0.68,Homework was easy,1049,0
STU07986,86.24,73.37,58.28,0,0,-0.05,Class was fun,1025,0
STU07987,64.17,55.95,90.4,1,4,-0.48,Feeling very overwhelmed,1011,1
STU07988,79.13,44.27,63.36,0,2,0.08,Nobody wants to talk to me,759,0
STU07989,75.42,43.11,74.08,0,0,-0.67,Too much pressure,801,1
STU07990,91.06,81.55,85.6,0,3,0.6,Homework was easy,1243,0
STU07991,79.85,73.77,71.44,1,1,-0.09,Homework was easy,1094,0
STU07992,98.02,82.36,90.15,1,3,-0.05,Love my teachers,1274,0
STU07993,76.74,88.29,66.6,0,0,0.48,Had a good day at school,1215,0
STU07994,89.23,88.71,84.61,0,6,0.77,Homework was easy,1310,0
STU07995,88.81,80.22,66.08,0,6,0.37,Had a good day at school,1132,0
STU07996,73.93,51.76,100.0,0,3,-0.83,Nobody wants to talk to me,1017,1
STU07997,88.94,67.37,48.17,0,14,0.06,So tired and stressed out,914,0
STU07998,84.05,76.33,83.96,1,2,0.18,Had a good day at school,1183,0
STU07999,53.98,71.96,64.39,1,2,0.44,Homework was easy,1041,0
STU08000,87.94,65.74,69.19,0,4,0.26,Had a good day at school,1003,0
STU08001,60.63,72.15,59.24,0,5,0.75,Homework was easy,1017,0
STU08002,92.85,56.22,84.61,0,0,-0.21,So tired and stressed out,985,0
STU08003,86.46,43.41,88.14,1,12,-0.6,Struggling with math,874,1
STU08004,68.05,70.4,68.26,0,0,0.5,Class was fun,1045,0
STU08005,80.19,70.1,68.32,0,5,0.83,Class was fun,1042,0
STU08006,88.44,74.54,74.91,0,1,0.04,Homework was easy,1119,0
STU08007,94.94,85.72,69.12,0,8,0.44,Had a good day at school,1202,0
STU08008,70.3,90.16,85.75,0,2,-0.1,I feel great today,1330,0
STU08009,71.55,75.63,90.1,1,1,0.03,Had a good day at school,1206,0
STU08010,71.86,83.69,76.4,0,1,0.96,Homework was easy,1218,0
STU08011,85.6,93.22,88.65,0,18,0.68,Love my teachers,1375,0
STU08012,74.83,68.6,100.0,1,1,0.14,Class was fun,1186,0
STU08013,96.92,78.52,68.48,0,0,0.34,Love my teachers,1127,0
STU08014,88.14,80.67,76.43,0,2,0.59,Had a good day at school,1188,0
STU08015,89.25,77.05,88.46,1,0,0.06,Excited for the football game,1212,0
STU08016,82.3,74.89,74.92,0,0,0.49,Homework was easy,1123,0
STU08017,86.79,91.82,65.78,0,20,0.85,Had a good day at school,1247,0
STU08018,90.6,78.27,67.4,0,8,0.42,Had a good day at school,1119,0
STU08019,96.0,72.44,88.8,0,17,-0.1,Excited for the football game,1168,0
STU08020,91.15,60.52,71.6,0,6,0.17,I feel great today,963,0
STU08021,73.6,69.89,89.82,1,6,0.72,I feel great today,1148,0
STU08022,86.21,71.89,72.96,0,1,0.33,Had a good day at school,1083,0
STU08023,86.91,82.79,67.43,0,3,-0.1,Homework was easy,1165,0
STU08024,73.8,81.73,71.34,0,2,-0.04,Love my teachers,1174,0
STU08025,65.54,63.36,70.83,0,7,0.81,Excited for the football game,987,0
STU08026,88.08,80.64,65.65,0,1,0.27,I feel great today,1134,0
STU08027,68.67,90.85,83.38,2,1,0.48,Had a good day at school,1325,0
STU08028,90.68,66.06,88.49,0,0,0.74,Homework was easy,1103,0
STU08029,91.57,43.31,90.39,0,5,-0.04,Too much pressure,885,0
STU08030,56.05,55.39,97.05,0,6,-0.03,Feeling very overwhelmed,1039,0
STU08031,68.35,81.49,71.68,1,3,0.37,Class was fun,1173,0
STU08032,89.06,48.2,58.2,0,8,-0.52,Too much pressure,773,1
STU08033,68.1,83.24,88.49,0,12,0.69,Love my teachers,1274,0
STU08034,86.59,82.83,82.6,1,1,0.26,Had a good day at school,1241,0
STU08035,97.34,42.33,93.21,2,9,-0.78,Struggling with math,889,1
STU08036,73.79,61.51,52.79,0,6,-0.26,So tired and stressed out,879,1
STU08037,76.96,82.7,85.18,0,2,0.14,Had a good day at school,1252,0
STU08038,82.47,77.49,70.14,0,0,0.8,I feel great today,1125,0
STU08039,91.02,86.87,74.62,0,1,0.87,Had a good day at school,1241,0
STU08040,58.49,80.0,74.63,0,15,0.86,Had a good day at school,1173,0
STU08041,68.25,85.87,79.37,0,4,0.43,I feel great today,1255,0
STU08042,79.97,85.8,86.7,0,0,0.7,Class was fun,1291,0
STU08043,86.84,79.8,78.1,0,0,0.23,Homework was easy,1188,0
STU08044,90.48,43.95,71.76,0,13,-0.22,Too much pressure,798,0
STU08045,62.09,66.11,62.28,0,4,0.49,Love my teachers,972,0
STU08046,94.23,91.21,81.33,1,1,0.45,Love my teachers,1318,0
STU08047,76.37,64.28,66.24,1,2,-0.03,Love my teachers,974,1
STU08048,80.86,85.62,65.72,0,4,0.46,I feel great today,1184,0
STU08049,88.25,70.04,68.85,0,14,0.19,Love my teachers,1044,0
STU08050,65.55,75.41,62.54,0,4,0.28,Love my teachers,1066,0
STU08051,90.75,31.98,53.39,0,3,-0.73,I feel lonely during lunch,586,1
STU08052,92.34,68.89,73.45,1,0,0.8,Had a good day at school,1056,0
STU08053,88.66,76.86,43.91,0,2,-0.95,Struggling with math,988,1
STU08054,86.5,63.01,88.76,1,3,0.12,Had a good day at school,1073,0
STU08055,92.32,80.57,57.91,0,12,0.76,I feel great today,1095,0
STU08056,77.77,25.73,83.03,0,0,-0.16,Struggling with math,672,1
STU08057,61.82,72.9,90.41,0,2,0.18,Had a good day at school,1181,0
STU08058,91.27,45.84,57.01,0,2,-0.06,Feeling very overwhelmed,743,0
STU08059,83.36,75.97,77.33,0,2,0.32,Homework was easy,1146,0
STU08060,94.01,77.33,100.0,0,5,0.98,Homework was easy,1273,0
STU08061,73.62,89.44,83.75,1,2,0.56,Had a good day at school,1313,0
STU08062,78.07,25.04,52.51,0,3,-0.58,So tired and stressed out,512,1
STU08063,96.55,55.7,70.55,1,0,-0.73,I feel lonely during lunch,909,1
STU08064,81.41,46.93,79.59,0,12,-0.81,Too much pressure,867,1
STU08065,76.81,84.54,66.46,0,4,0.98,Excited for the football game,1177,0
STU08066,93.31,49.19,79.89,0,7,0.1,So tired and stressed out,891,0
STU08067,74.85,32.95,97.96,1,27,-0.94,Struggling with math,819,1
STU08068,84.42,77.81,66.9,0,3,0.43,Excited for the football game,1112,0
STU08069,77.8,74.69,70.6,0,14,0.18,Excited for the football game,1099,0
STU08070,85.78,75.43,60.85,0,5,0.39,Class was fun,1058,0
STU08071,78.77,85.68,63.84,0,0,-0.13,I feel great today,1176,0
STU08072,75.94,83.42,81.89,0,13,0.85,Love my teachers,1243,0
STU08073,89.88,75.88,92.39,2,8,-0.19,Had a good day at school,1220,1
STU08074,89.59,52.47,79.68,0,4,0.2,Too much pressure,923,0
STU08075,87.1,68.14,81.34,0,2,0.55,Excited for the football game,1088,0
STU08076,77.83,66.14,69.94,0,6,0.49,Love my teachers,1011,0
STU08077,97.94,36.02,70.79,0,3,-0.61,I feel lonely during lunch,714,1
STU08078,76.55,69.14,81.68,0,1,-0.14,Excited for the football game,1099,0
STU08079,61.3,66.58,81.67,0,6,0.26,I feel great today,1074,0
STU08080,83.73,41.17,73.11,0,4,-0.35,Too much pressure,777,1
STU08081,93.56,80.06,68.24,0,0,0.38,Homework was easy,1141,0
STU08082,82.15,76.17,66.66,0,20,0.97,Had a good day at school,1095,0
STU08083,60.57,89.71,63.91,0,0,0.81,Class was fun,1216,0
STU08084,73.88,40.45,90.78,0,2,-0.58,I feel lonely during lunch,858,1
STU08085,90.9,66.6,93.62,1,3,0.73,I feel great today,1134,0
STU08086,65.06,88.66,89.12,1,6,0.45,Love my teachers,1332,0
STU08087,71.79,79.04,95.3,0,2,0.08,Excited for the football game,1266,0
STU08088,77.01,61.77,79.87,0,2,0.04,Love my teachers,1017,0
STU08089,93.75,76.27,63.09,1,1,0.84,Had a good day at school,1078,0
STU08090,88.92,82.91,80.1,0,12,0.53,I feel great today,1229,0
STU08091,95.33,69.02,56.5,1,0,0.82,Excited for the football game,972,0
STU08092,88.39,79.37,79.21,0,1,0.18,Homework was easy,1189,0
STU08093,75.2,65.58,77.59,0,2,0.53,I feel great today,1043,0
STU08094,74.73,70.3,69.04,0,3,0.75,Class was fun,1048,0
STU08095,71.15,88.45,50.63,0,4,-0.69,I feel lonely during lunch,1137,1
STU08096,60.26,78.02,70.55,1,0,-0.16,I feel great today,1132,1
STU08097,76.99,59.04,79.16,0,2,-0.21,Struggling with math,986,0
STU08098,65.7,86.72,63.79,0,1,0.38,Excited for the football game,1186,0
STU08099,61.86,69.0,76.46,0,4,-0.08,Class was fun,1072,0
STU08100,91.14,73.06,78.73,0,3,0.83,Had a good day at school,1124,0
STU08101,81.03,72.15,73.71,0,6,0.43,Excited for the football game,1090,0
STU08102,92.69,65.88,86.34,0,2,0.46,Excited for the football game,1090,0
STU08103,58.66,82.39,55.37,1,3,0.47,Excited for the football game,1100,0
STU08104,87.97,83.8,77.48,1,0,0.21,I feel great today,1225,0
STU08105,82.3,83.67,50.13,0,0,-0.88,Too much pressure,1087,1
STU08106,96.12,78.4,91.68,1,5,-0.02,I feel great today,1242,0
STU08107,69.2,81.55,58.37,1,3,0.33,Had a good day at school,1107,0
STU08108,93.31,86.16,78.71,0,0,0.07,Class was fun,1255,0
STU08109,79.78,56.65,87.54,0,0,-0.81,I feel lonely during lunch,1004,1
STU08110,94.77,75.48,82.7,0,26,0.21,Love my teachers,1168,0
STU08111,99.5,75.76,46.39,0,1,0.12,Nobody wants to talk to me,989,0
STU08112,89.81,75.49,54.56,0,15,-0.75,Too much pressure,1027,1
STU08113,91.49,55.37,73.7,0,1,-0.31,So tired and stressed out,922,0
STU08114,93.11,76.6,89.75,0,2,0.22,Excited for the football game,1214,0
STU08115,75.44,71.41,68.67,0,1,0.79,Class was fun,1057,0
STU08116,85.19,88.69,85.34,1,3,0.5,Excited for the football game,1313,0
STU08117,91.55,68.82,80.48,0,2,0.82,Love my teachers,1090,0
STU08118,89.73,60.66,84.28,1,4,0.74,Class was fun,1028,0
STU08119,92.96,78.81,66.86,1,4,0.79,Homework was easy,1122,0
STU08120,79.92,96.04,74.69,0,9,-0.13,Class was fun,1333,0
STU08121,65.67,53.18,80.26,1,9,-0.92,I feel lonely during lunch,933,1
STU08122,90.72,60.66,79.21,0,1,0.64,I feel great today,1002,0
STU08123,84.7,72.07,50.9,0,2,0.06,Struggling with math,975,0
STU08124,91.83,79.1,78.79,1,3,0.79,I feel great today,1184,0
STU08125,85.95,60.53,65.54,0,1,0.78,Class was fun,933,0
STU08126,80.88,74.6,72.3,1,15,0.82,Had a good day at school,1107,0
STU08127,75.45,44.0,67.47,0,7,-0.32,Nobody wants to talk to me,777,1
STU08128,91.88,45.98,73.61,0,2,-0.98,So tired and stressed out,827,1
STU08129,75.29,78.9,72.04,0,0,0.25,Homework was easy,1149,0
STU08130,76.43,48.14,69.77,0,2,-0.02,So tired and stressed out,830,0
STU08131,89.85,81.63,93.92,0,4,0.9,Class was fun,1285,0
STU08132,82.34,94.55,76.91,0,0,-0.19,Love my teachers,1330,0
STU08133,68.82,59.98,62.31,0,0,-0.58,So tired and stressed out,911,1
STU08134,92.27,78.06,53.47,0,0,-0.67,Too much pressure,1047,1
STU08135,87.37,63.64,59.57,1,2,0.71,Love my teachers,934,0
STU08136,91.43,51.59,69.55,0,3,0.16,Nobody wants to talk to me,863,0
STU08137,57.9,69.79,64.23,1,0,0.12,Class was fun,1019,0
STU08138,93.25,78.97,72.93,0,1,0.86,Had a good day at school,1154,0
STU08139,95.21,59.95,73.75,1,6,-0.27,Too much pressure,968,1
STU08140,77.01,87.7,63.4,0,4,0.59,Excited for the football game,1194,0
STU08141,69.78,69.35,66.77,2,0,0.88,I feel great today,1027,0
STU08142,83.74,89.95,72.95,0,6,0.87,Love my teachers,1264,0
STU08143,67.02,77.88,64.62,0,3,0.5,Excited for the football game,1101,0
STU08144,75.12,70.82,88.67,0,1,0.66,I feel great today,1151,0
STU08145,94.46,87.04,67.85,0,14,0.57,I feel great today,1209,0
STU08146,67.07,68.03,69.44,0,3,0.77,Class was fun,1027,0
STU08147,83.39,50.49,58.06,0,0,-0.06,So tired and stressed out,795,0
STU08148,59.27,83.66,75.72,0,6,0.36,Homework was easy,1215,0
STU08149,87.17,82.47,45.33,1,3,-0.14,So tired and stressed out,1051,0
STU08150,81.77,68.82,94.23,0,26,0.5,Excited for the football game,1159,0
STU08151,70.82,71.43,91.43,0,0,0.6,Homework was easy,1171,0
STU08152,78.66,68.1,65.01,0,9,0.93,Love my teachers,1006,0
STU08153,96.94,59.57,88.87,0,7,-0.02,I feel lonely during lunch,1040,0
STU08154,93.74,87.14,77.96,0,2,0.58,Class was fun,1261,0
STU08155,84.48,82.18,82.75,1,0,0.46,Homework was easy,1235,0
STU08156,61.68,85.61,77.75,0,5,0.95,Love my teachers,1244,0
STU08157,87.69,71.35,61.42,1,1,-0.17,Love my teachers,1020,1
STU08158,82.8,57.79,89.89,2,4,-0.48,So tired and stressed out,1027,1
STU08159,80.18,66.19,87.05,1,13,0.52,Homework was easy,1097,0
STU08160,83.02,71.55,84.22,0,18,0.1,Excited for the football game,1136,0
STU08161,66.45,78.92,71.72,0,0,0.39,Class was fun,1147,0
STU08162,97.45,48.22,80.63,1,10,-0.28,I feel lonely during lunch,885,1
STU08163,66.57,71.27,55.22,0,0,0.74,Homework was easy,988,0
STU08164,91.27,92.93,90.27,0,2,0.76,I feel great today,1380,0
STU08165,95.04,69.17,74.04,0,2,0.73,Excited for the football game,1061,0
STU08166,43.91,76.46,71.78,0,1,0.77,Homework was easy,1123,0
STU08167,85.47,71.97,80.13,1,13,0.66,Homework was easy,1120,0
STU08168,73.04,72.41,76.35,1,0,0.99,Love my teachers,1105,0
STU08169,73.84,67.3,75.36,2,0,0.58,Excited for the football game,1049,0
STU08170,84.52,61.41,91.91,0,6,0.35,Had a good day at school,1073,0
STU08171,89.01,80.95,88.43,0,0,-0.19,Love my teachers,1251,0
STU08172,83.01,42.82,63.89,0,3,-0.89,Feeling very overwhelmed,747,1
STU08173,83.42,76.66,66.71,0,6,-0.06,I feel great today,1100,0
STU08174,95.41,86.54,83.4,1,3,0.64,Had a good day at school,1282,0
STU08175,79.49,51.13,86.66,1,0,-0.32,Too much pressure,944,1
STU08176,53.79,56.28,92.08,0,1,-0.56,Struggling with math,1023,1
STU08177,76.27,62.66,71.68,2,4,0.95,Homework was easy,985,0
STU08178,93.56,81.52,85.69,1,1,0.11,Had a good day at school,1243,0
STU08179,97.39,60.21,68.11,0,2,0.12,Love my teachers,942,0
STU08180,90.67,72.92,83.5,2,3,0.93,Excited for the football game,1146,0
STU08181,82.52,68.55,89.69,0,3,0.25,Excited for the football game,1133,0
STU08182,88.11,75.22,74.67,2,15,-0.11,Excited for the football game,1125,1
STU08183,75.2,86.6,83.11,0,2,-0.05,Excited for the football game,1281,0
STU08184,64.08,56.33,94.83,0,1,-0.47,Feeling very overwhelmed,1037,1
STU08185,97.92,70.51,69.34,0,11,0.78,Excited for the football game,1051,0
STU08186,79.48,78.39,74.65,1,6,0.63,Love my teachers,1157,0
STU08187,91.78,69.48,64.94,0,5,0.4,Had a good day at school,1019,0
STU08188,77.3,63.73,63.84,0,2,0.99,Homework was easy,956,0
STU08189,89.92,92.76,68.91,2,4,0.98,Homework was easy,1272,0
STU08190,90.99,66.38,57.14,0,7,0.23,Love my teachers,949,0
STU08191,85.85,94.83,91.93,0,1,0.38,Love my teachers,1407,0
STU08192,73.83,90.61,52.38,0,0,-0.05,Nobody wants to talk to me,1168,0
STU08193,66.06,70.24,83.11,1,3,0.27,Love my teachers,1117,0
STU08194,53.32,88.74,64.3,0,4,0.09,Love my teachers,1208,0
STU08195,82.77,85.85,80.95,0,0,-0.1,Had a good day at school,1263,0
STU08196,75.58,82.64,66.28,0,1,-0.19,Class was fun,1157,0
STU08197,94.76,75.67,82.0,0,18,0.7,Had a good day at school,1166,0
STU08198,86.47,52.07,91.21,0,2,0.11,Struggling with math,976,0
STU08199,82.88,76.06,80.86,0,3,-0.08,Love my teachers,1164,0
STU08200,92.45,66.81,58.62,0,6,0.15,Love my teachers,961,0
STU08201,94.64,68.19,72.64,0,3,0.78,Class was fun,1045,0
STU08202,76.69,88.7,76.95,0,0,0.98,Excited for the football game,1271,0
STU08203,77.81,79.22,76.84,1,2,0.77,Had a good day at school,1176,0
STU08204,79.62,64.53,84.15,1,1,0.51,I feel great today,1066,0
STU08205,81.38,41.65,80.31,0,1,-0.03,Too much pressure,818,0
STU08206,75.6,69.97,70.87,0,6,0.45,I feel great today,1054,0
STU08207,75.8,82.49,93.36,0,1,0.15,I feel great today,1291,0
STU08208,95.92,79.96,73.08,1,9,0.51,I feel great today,1165,0
STU08209,90.51,68.41,67.89,1,7,0.6,Homework was easy,1023,0
STU08210,74.31,63.88,72.5,1,1,0.42,I feel great today,1001,0
STU08211,78.88,62.95,74.21,0,4,-0.02,Had a good day at school,1000,0
STU08212,56.52,73.0,52.56,0,10,-0.81,Feeling very overwhelmed,992,1
STU08213,91.53,65.69,87.32,0,2,0.31,Love my teachers,1093,0
STU08214,79.9,93.22,88.97,0,1,-0.02,Homework was easy,1377,0
STU08215,87.92,89.42,73.22,0,3,0.09,Excited for the football game,1260,0
STU08216,83.79,81.77,86.5,0,6,0.17,Class was fun,1250,0
STU08217,82.74,65.17,68.59,0,1,0.27,Love my teachers,994,0
STU08218,66.85,75.91,64.73,2,11,-0.18,Excited for the football game,1082,1
STU08219,62.85,42.17,70.2,0,2,-0.41,Struggling with math,772,1
STU08220,66.04,84.57,72.21,0,1,0.92,Class was fun,1206,0
STU08221,45.41,87.57,71.59,0,0,-0.01,I feel great today,1233,0
STU08222,86.23,83.54,73.59,0,0,0.16,I feel great today,1203,0
STU08223,62.29,77.89,69.65,0,12,0.19,Had a good day at school,1127,0
STU08224,49.15,76.09,78.42,1,1,0.59,I feel great today,1153,0
STU08225,88.37,72.43,56.5,0,4,0.95,I feel great today,1006,0
STU08226,74.62,58.18,79.71,0,2,-0.93,I feel lonely during lunch,980,1
STU08227,74.47,79.96,85.74,0,2,0.96,Love my teachers,1228,0
STU08228,79.58,86.68,100.0,0,5,0.65,Class was fun,1366,0
STU08229,95.95,75.62,75.91,0,0,0.75,Had a good day at school,1135,0
STU08230,85.42,51.01,89.79,0,3,-0.27,Too much pressure,959,0
STU08231,75.6,85.99,72.19,0,3,0.33,I feel great today,1220,0
STU08232,75.39,57.67,89.53,0,0,-0.02,Too much pressure,1024,0
STU08233,84.52,60.98,75.85,1,0,0.33,I feel great today,989,0
STU08234,53.06,69.74,66.53,0,1,0.87,I feel great today,1030,0
STU08235,78.79,89.53,82.79,0,4,0.12,Had a good day at school,1309,0
STU08236,70.96,57.67,89.83,0,3,-0.7,Nobody wants to talk to me,1025,1
STU08237,72.65,68.18,72.66,0,8,-0.19,Homework was easy,1045,0
STU08238,73.97,80.71,65.12,0,0,0.97,Love my teachers,1132,0
STU08239,96.24,53.9,87.11,1,0,-0.63,Too much pressure,974,1
STU08240,55.72,74.39,59.88,0,0,0.09,Had a good day at school,1043,0
STU08241,97.03,68.06,75.7,0,4,-0.14,Class was fun,1059,0
STU08242,88.0,70.01,75.68,0,16,0.31,I feel great today,1078,0
STU08243,82.1,44.75,61.39,0,15,-0.96,Too much pressure,754,1
STU08244,89.19,65.92,80.72,0,0,0.23,Class was fun,1062,0
STU08245,97.03,84.14,65.05,0,4,-0.1,Excited for the football game,1166,0
STU08246,77.48,70.57,92.83,0,0,0.15,Excited for the football game,1169,0
STU08247,87.35,66.66,91.45,1,0,-0.05,Homework was easy,1123,0
STU08248,87.95,83.61,81.46,0,9,0.56,Love my teachers,1243,0
STU08249,97.68,65.51,84.45,0,9,0.72,I feel great today,1077,0
STU08250,62.2,93.66,63.61,1,8,0.31,Love my teachers,1254,0
STU08251,87.88,83.27,47.47,0,0,-1.0,So tired and stressed out,1070,1
STU08252,73.54,69.29,92.82,0,3,-0.16,Excited for the football game,1157,0
STU08253,81.2,63.37,71.66,0,4,-0.16,Homework was easy,991,0
STU08254,98.09,65.99,76.56,0,2,0.16,Love my teachers,1042,0
STU08255,82.26,88.98,63.22,0,8,-0.03,Love my teachers,1205,0
STU08256,83.64,64.65,66.9,0,0,0.19,Excited for the football game,981,0
STU08257,71.41,61.76,84.82,0,1,0.81,Excited for the football game,1041,0
STU08258,83.51,78.54,82.28,0,1,0.07,Class was fun,1196,0
STU08259,83.05,56.12,95.36,0,3,-0.73,Feeling very overwhelmed,1038,1
STU08260,84.67,67.68,78.18,0,24,-0.11,Excited for the football game,1067,0
STU08261,94.25,68.0,56.43,0,6,0.17,I feel great today,962,0
STU08262,69.49,60.73,87.77,0,2,0.49,Homework was easy,1046,0
STU08263,67.22,61.78,89.07,0,8,-0.1,Homework was easy,1063,0
STU08264,75.5,80.87,67.1,0,7,-0.09,Excited for the football game,1144,0
STU08265,89.29,81.34,76.31,0,12,0.34,I feel great today,1194,0
STU08266,96.76,57.41,63.39,2,6,-0.72,Struggling with math,891,1
STU08267,92.24,73.18,90.16,0,5,0.7,Excited for the football game,1182,0
STU08268,90.59,79.56,65.23,0,4,0.09,Class was fun,1121,0
STU08269,84.21,71.29,80.52,0,11,0.92,Homework was easy,1115,0
STU08270,85.1,68.48,100.0,0,1,0.27,I feel great today,1184,0
STU08271,89.03,69.73,68.34,0,1,0.7,Homework was easy,1039,0
